Policy_ID,Customer_ID,Married_Premium_Discount,Prior_Insurance,Prior_Insurance_Premium_Adjustment,Policy_Type,Policy_Adjustment,Premium_Amount,Total_Discounts,Time_Since_First_Contact,Conversion_Status,Website_Visits,Inquiries,Quotes_Requested,Time_to_Conversion,Premium_Adjustment_Credit,Premium_Adjustment_Region
P1879,1879,0,<1 year,100,Liability-Only,-200,2050,50,14,0,6,3,3,99,-50,50
P1880,1880,0,>5 years,0,Full Coverage,0,2300,100,21,0,4,2,3,99,-50,100
P1881,1881,0,1-5 years,50,Full Coverage,0,2350,0,30,1,4,1,1,10,50,100
P1882,1882,0,1-5 years,50,Full Coverage,0,2200,50,16,0,5,3,3,99,50,0
P1883,1883,86,1-5 years,50,Liability-Only,-200,1986,100,2,1,5,1,1,4,-50,50
P1884,1884,86,1-5 years,50,Full Coverage,0,2236,50,10,0,9,0,3,99,-50,50
P1885,1885,0,>5 years,0,Liability-Only,-200,2000,0,2,1,7,2,2,4,-50,50
P1886,1886,0,>5 years,0,Full Coverage,0,2000,100,28,0,6,2,3,99,-50,0
P1887,1887,86,<1 year,100,Liability-Only,-200,2186,50,25,1,2,1,3,1,50,50
P1888,1888,86,1-5 years,50,Liability-Only,-200,2136,0,5,1,4,3,1,1,-50,100
P1889,1889,86,1-5 years,50,Full Coverage,0,2386,50,8,1,6,2,3,3,50,50
P1890,1890,0,>5 years,0,Full Coverage,0,2150,50,9,0,4,4,3,99,-50,50
P1891,1891,0,1-5 years,50,Full Coverage,0,2300,0,17,0,4,2,3,99,50,0
P1892,1892,86,<1 year,100,Full Coverage,0,2386,0,19,1,3,1,2,4,-50,50
P1893,1893,0,1-5 years,50,Liability-Only,-200,2000,100,16,1,4,2,3,2,-50,100
P1894,1894,86,<1 year,100,Liability-Only,-200,2136,0,10,0,5,1,2,99,-50,50
P1895,1895,86,<1 year,100,Full Coverage,0,2336,0,26,1,8,2,1,3,-50,50
P1896,1896,0,1-5 years,50,Full Coverage,0,2200,50,24,0,6,1,1,99,-50,100
P1897,1897,86,>5 years,0,Liability-Only,-200,2036,50,2,1,3,1,1,8,-50,100
P1898,1898,86,1-5 years,50,Liability-Only,-200,2036,0,29,0,2,0,2,99,-50,0
P1899,1899,0,1-5 years,50,Full Coverage,0,2200,50,10,1,4,1,1,13,-50,100
P1900,1900,0,1-5 years,50,Full Coverage,0,2300,50,8,1,4,2,1,5,50,0
P1901,1901,0,1-5 years,50,Full Coverage,0,2300,0,26,0,4,4,1,99,50,50
P1902,1902,86,1-5 years,50,Full Coverage,0,2286,0,11,0,11,0,1,99,-50,50
P1903,1903,86,1-5 years,50,Full Coverage,0,2536,0,27,1,4,5,2,11,-50,100
P1904,1904,0,<1 year,100,Liability-Only,-200,2150,50,1,0,4,0,2,99,-50,100
P1905,1905,0,1-5 years,50,Liability-Only,-200,2100,0,22,0,5,1,3,99,-50,50
P1906,1906,0,1-5 years,50,Liability-Only,-200,2000,50,22,1,5,2,2,4,-50,100
P1907,1907,86,1-5 years,50,Full Coverage,0,2286,0,29,1,4,3,3,1,-50,50
P1908,1908,86,>5 years,0,Full Coverage,0,2236,0,9,1,2,1,1,10,-50,0
P1909,1909,0,1-5 years,50,Liability-Only,-200,2000,50,21,1,5,1,3,2,-50,100
P1910,1910,0,<1 year,100,Full Coverage,0,2350,0,8,0,5,2,3,99,-50,100
P1911,1911,86,1-5 years,50,Liability-Only,-200,2286,0,12,0,7,0,1,99,-50,100
P1912,1912,86,1-5 years,50,Full Coverage,0,2386,0,16,1,7,3,3,8,-50,100
P1913,1913,86,>5 years,0,Liability-Only,-200,1936,100,11,1,3,2,1,12,-50,50
P1914,1914,86,1-5 years,50,Full Coverage,0,2236,50,26,1,4,0,2,14,-50,50
P1915,1915,86,1-5 years,50,Liability-Only,-200,2286,0,23,0,7,1,3,99,50,50
P1916,1916,86,1-5 years,50,Full Coverage,0,2336,100,30,1,5,1,1,12,-50,0
P1917,1917,0,>5 years,0,Liability-Only,-200,2000,50,23,1,8,1,2,11,50,50
P1918,1918,86,>5 years,0,Liability-Only,-200,2136,50,1,1,5,4,3,14,50,100
P1919,1919,0,1-5 years,50,Full Coverage,0,2250,0,24,0,3,1,3,99,-50,100
P1920,1920,86,>5 years,0,Full Coverage,0,2386,0,6,1,7,4,2,13,-50,100
P1921,1921,0,1-5 years,50,Liability-Only,-200,2000,50,14,1,3,1,3,8,-50,0
P1922,1922,86,>5 years,0,Full Coverage,0,2286,0,2,1,7,0,2,14,-50,100
P1923,1923,0,>5 years,0,Full Coverage,0,2150,0,19,0,4,0,1,99,-50,50
P1924,1924,0,>5 years,0,Liability-Only,-200,2000,0,23,1,3,2,1,2,-50,0
P1925,1925,0,1-5 years,50,Full Coverage,0,2350,0,30,0,5,1,2,99,50,100
P1926,1926,0,>5 years,0,Full Coverage,0,2150,0,25,1,1,2,1,6,-50,50
P1927,1927,86,1-5 years,50,Liability-Only,-200,2086,0,29,1,7,4,3,11,-50,50
P1928,1928,0,1-5 years,50,Full Coverage,0,2300,50,21,0,7,1,1,99,50,50
P1929,1929,0,1-5 years,50,Full Coverage,0,2250,100,16,1,4,0,3,5,50,50
P1930,1930,0,>5 years,0,Full Coverage,0,2150,50,2,1,3,3,2,5,-50,100
P1931,1931,86,<1 year,100,Liability-Only,-200,2136,50,29,1,6,0,2,13,-50,100
P1932,1932,0,1-5 years,50,Full Coverage,0,2250,0,26,1,4,3,3,3,-50,100
P1933,1933,86,1-5 years,50,Full Coverage,0,2336,50,1,1,5,4,2,5,-50,100
P1934,1934,86,1-5 years,50,Liability-Only,-200,2036,50,18,0,9,1,1,99,-50,50
P1935,1935,86,>5 years,0,Full Coverage,0,2336,100,12,0,7,1,1,99,50,50
P1936,1936,86,<1 year,100,Liability-Only,-200,2336,0,22,0,4,0,2,99,50,100
P1937,1937,0,1-5 years,50,Liability-Only,-200,1950,50,9,1,3,0,3,5,-50,50
P1938,1938,0,1-5 years,50,Full Coverage,0,2400,0,2,0,4,1,1,99,50,100
P1939,1939,0,1-5 years,50,Liability-Only,-200,2000,50,23,1,7,2,3,7,50,0
P1940,1940,0,1-5 years,50,Liability-Only,-200,2050,0,5,1,8,1,1,4,-50,100
P1941,1941,0,1-5 years,50,Liability-Only,-200,2000,100,18,0,4,1,2,99,50,50
P1942,1942,0,<1 year,100,Liability-Only,-200,2200,0,29,0,6,0,2,99,50,100
P1943,1943,86,1-5 years,50,Full Coverage,0,2286,50,22,1,3,1,2,8,50,0
P1944,1944,0,1-5 years,50,Full Coverage,0,2350,0,20,1,7,3,3,1,50,100
P1945,1945,0,1-5 years,50,Liability-Only,-200,2000,0,4,0,4,2,2,99,-50,50
P1946,1946,0,1-5 years,50,Full Coverage,0,2300,0,5,1,4,0,1,14,50,50
P1947,1947,0,1-5 years,50,Liability-Only,-200,2050,0,17,1,4,1,1,9,-50,100
P1948,1948,0,<1 year,100,Liability-Only,-200,2050,0,5,1,11,2,3,13,-50,50
P1949,1949,86,>5 years,0,Full Coverage,0,2286,0,18,1,3,5,1,8,50,0
P1950,1950,86,1-5 years,50,Full Coverage,0,2436,0,8,0,4,0,2,99,50,50
P1951,1951,0,<1 year,100,Liability-Only,-200,2350,50,25,0,4,1,3,99,50,100
P1952,1952,86,1-5 years,50,Full Coverage,0,2236,50,25,0,6,1,1,99,-50,50
P1953,1953,0,>5 years,0,Liability-Only,-200,2000,0,26,0,5,1,1,99,50,0
P1954,1954,86,>5 years,0,Full Coverage,0,2236,50,22,1,7,1,1,9,-50,100
P1955,1955,86,>5 years,0,Liability-Only,-200,2186,0,25,1,7,4,2,6,50,50
P1956,1956,0,<1 year,100,Full Coverage,0,2250,0,10,0,2,2,3,99,-50,50
P1957,1957,86,1-5 years,50,Liability-Only,-200,2186,50,27,0,3,3,3,99,50,0
P1958,1958,0,>5 years,0,Full Coverage,0,2200,50,28,0,2,3,2,99,-50,100
P1959,1959,86,1-5 years,50,Full Coverage,0,2336,0,23,1,4,4,3,5,-50,0
P1960,1960,86,>5 years,0,Liability-Only,-200,2086,50,15,1,5,1,2,14,-50,100
P1961,1961,0,1-5 years,50,Liability-Only,-200,2050,0,15,1,4,4,2,7,-50,100
P1962,1962,86,1-5 years,50,Full Coverage,0,2336,0,11,1,3,1,1,12,-50,100
P1963,1963,0,>5 years,0,Liability-Only,-200,2100,50,19,1,6,2,2,11,50,100
P1964,1964,0,1-5 years,50,Full Coverage,0,2200,50,23,0,9,1,1,99,-50,100
P1965,1965,86,<1 year,100,Full Coverage,0,2236,50,28,1,5,1,2,14,-50,0
P1966,1966,0,1-5 years,50,Liability-Only,-200,2050,0,27,0,5,5,2,99,50,0
P1967,1967,0,>5 years,0,Full Coverage,0,2250,0,7,0,6,4,3,99,-50,50
P1968,1968,86,<1 year,100,Liability-Only,-200,2136,50,14,1,4,1,1,10,-50,0
P1969,1969,86,<1 year,100,Full Coverage,0,2386,0,13,1,7,2,1,4,-50,100
P1970,1970,86,1-5 years,50,Liability-Only,-200,2136,100,12,1,3,1,3,5,50,100
P1971,1971,0,>5 years,0,Full Coverage,0,2300,50,3,1,4,2,1,2,50,50
P1972,1972,0,1-5 years,50,Liability-Only,-200,2000,0,16,1,4,7,2,14,-50,50
P1973,1973,0,1-5 years,50,Full Coverage,0,2250,0,12,0,4,0,3,99,-50,100
P1974,1974,0,1-5 years,50,Liability-Only,-200,1900,50,14,0,5,2,3,99,-50,0
P1975,1975,0,1-5 years,50,Liability-Only,-200,1950,50,12,1,2,5,2,1,-50,0
P1976,1976,0,1-5 years,50,Liability-Only,-200,2250,0,4,1,5,3,2,6,-50,100
P1977,1977,0,>5 years,0,Full Coverage,0,2200,50,21,0,2,2,3,99,-50,100
P1978,1978,86,<1 year,100,Full Coverage,0,2386,50,7,0,7,0,2,99,50,0
P1979,1979,0,1-5 years,50,Liability-Only,-200,2000,50,5,1,4,1,2,12,-50,100
P1980,1980,0,1-5 years,50,Full Coverage,0,2350,0,15,1,5,2,2,11,50,100
P1981,1981,0,<1 year,100,Liability-Only,-200,1850,150,8,1,2,2,1,11,-50,0
P1982,1982,0,1-5 years,50,Full Coverage,0,2350,0,10,0,3,3,1,99,-50,100
P1983,1983,86,1-5 years,50,Full Coverage,0,2136,100,2,0,8,4,3,99,-50,0
P1984,1984,0,>5 years,0,Liability-Only,-200,2000,0,21,1,5,2,2,11,-50,50
P1985,1985,86,1-5 years,50,Liability-Only,-200,2236,50,7,0,2,0,2,99,50,50
P1986,1986,0,1-5 years,50,Full Coverage,0,2400,0,28,1,3,3,2,14,50,50
P1987,1987,86,1-5 years,50,Liability-Only,-200,2236,0,25,1,5,1,1,1,50,100
P1988,1988,0,>5 years,0,Full Coverage,0,2300,50,2,0,2,0,3,99,-50,100
P1989,1989,0,1-5 years,50,Full Coverage,0,2250,0,15,1,4,5,2,6,-50,100
P1990,1990,0,>5 years,0,Liability-Only,-200,1950,0,24,0,8,1,2,99,-50,50
P1991,1991,86,>5 years,0,Liability-Only,-200,2086,0,10,1,3,3,2,14,-50,100
P1992,1992,0,>5 years,0,Liability-Only,-200,2050,0,17,1,6,1,2,3,-50,100
P1993,1993,0,<1 year,100,Full Coverage,0,2350,0,22,1,8,1,3,12,-50,100
P1994,1994,0,1-5 years,50,Liability-Only,-200,2050,50,15,1,4,2,1,5,-50,100
P1995,1995,86,<1 year,100,Full Coverage,0,2436,50,16,1,5,3,2,1,50,100
P1996,1996,0,1-5 years,50,Full Coverage,0,2300,50,1,1,7,3,3,13,50,50
P1997,1997,86,>5 years,0,Full Coverage,0,2336,50,6,0,2,2,1,99,-50,100
P1998,1998,0,<1 year,100,Liability-Only,-200,2050,50,26,1,0,2,3,12,-50,100
P1999,1999,86,1-5 years,50,Liability-Only,-200,2036,50,18,0,3,3,1,99,-50,50
P2000,2000,0,<1 year,100,Full Coverage,0,2350,0,30,1,8,2,2,8,-50,100
P2001,2001,0,>5 years,0,Full Coverage,0,2300,100,3,0,4,0,2,99,-50,100
P2002,2002,86,<1 year,100,Full Coverage,0,2386,50,30,1,5,2,3,6,-50,50
P2003,2003,86,<1 year,100,Full Coverage,0,2336,100,19,1,4,3,2,5,-50,100
P2004,2004,0,1-5 years,50,Full Coverage,0,2100,50,12,1,8,3,2,6,-50,0
P2005,2005,86,1-5 years,50,Liability-Only,-200,2086,50,10,0,2,1,3,99,-50,100
P2006,2006,0,<1 year,100,Liability-Only,-200,2050,50,22,0,5,0,1,99,50,0
P2007,2007,86,1-5 years,50,Full Coverage,0,2286,50,30,1,10,2,1,11,50,0
P2008,2008,86,<1 year,100,Full Coverage,0,2436,50,26,0,6,5,2,99,50,50
P2009,2009,86,>5 years,0,Full Coverage,0,2436,0,4,1,9,3,2,4,50,100
P2010,2010,0,1-5 years,50,Liability-Only,-200,2100,50,24,1,5,0,3,4,50,100
P2011,2011,86,<1 year,100,Full Coverage,0,2286,0,6,1,3,4,3,7,-50,0
P2012,2012,0,1-5 years,50,Full Coverage,0,2400,0,4,1,4,3,1,10,-50,50
P2013,2013,0,<1 year,100,Liability-Only,-200,2150,50,1,0,7,1,2,99,50,100
P2014,2014,86,1-5 years,50,Liability-Only,-200,2136,0,10,0,4,1,3,99,-50,50
P2015,2015,0,<1 year,100,Full Coverage,0,2350,0,6,1,5,2,3,4,-50,100
P2016,2016,86,1-5 years,50,Full Coverage,0,2386,50,26,0,5,3,2,99,50,100
P2017,2017,0,1-5 years,50,Liability-Only,-200,2100,50,16,0,7,2,3,99,50,100
P2018,2018,86,1-5 years,50,Full Coverage,0,2386,50,24,0,9,0,2,99,50,0
P2019,2019,86,<1 year,100,Liability-Only,-200,2086,0,9,0,6,1,1,99,-50,0
P2020,2020,0,<1 year,100,Full Coverage,0,2300,0,24,0,9,3,1,99,-50,100
P2021,2021,0,>5 years,0,Liability-Only,-200,2050,50,9,1,5,0,1,5,50,100
P2022,2022,86,>5 years,0,Liability-Only,-200,2136,0,25,0,10,3,2,99,50,50
P2023,2023,0,<1 year,100,Full Coverage,0,2300,0,12,0,3,1,1,99,50,0
P2024,2024,86,<1 year,100,Liability-Only,-200,2136,50,23,1,5,0,3,6,-50,100
P2025,2025,0,1-5 years,50,Liability-Only,-200,2050,0,22,0,4,0,2,99,-50,100
P2026,2026,0,>5 years,0,Full Coverage,0,2400,0,3,0,3,3,1,99,50,100
P2027,2027,86,>5 years,0,Full Coverage,0,2386,0,10,1,3,3,1,6,-50,100
P2028,2028,86,1-5 years,50,Full Coverage,0,2236,0,15,1,5,1,3,4,-50,0
P2029,2029,86,1-5 years,50,Liability-Only,-200,2186,0,3,0,6,3,2,99,-50,100
P2030,2030,86,1-5 years,50,Liability-Only,-200,2136,0,22,0,8,1,3,99,-50,100
P2031,2031,86,1-5 years,50,Full Coverage,0,2286,0,14,1,3,1,3,8,-50,50
P2032,2032,0,<1 year,100,Liability-Only,-200,2150,0,25,0,9,1,3,99,-50,100
P2033,2033,0,<1 year,100,Liability-Only,-200,2150,0,27,1,4,0,1,9,-50,100
P2034,2034,86,<1 year,100,Liability-Only,-200,2086,0,22,1,6,5,2,4,-50,0
P2035,2035,0,1-5 years,50,Full Coverage,0,2200,0,15,1,5,1,1,8,-50,50
P2036,2036,0,1-5 years,50,Full Coverage,0,2400,50,30,0,9,1,2,99,50,100
P2037,2037,0,1-5 years,50,Full Coverage,0,2250,0,14,1,7,2,3,4,-50,100
P2038,2038,0,>5 years,0,Full Coverage,0,2200,50,8,0,3,3,2,99,50,50
P2039,2039,0,>5 years,0,Liability-Only,-200,1950,50,8,1,7,1,1,6,-50,100
P2040,2040,86,1-5 years,50,Full Coverage,0,2236,50,5,0,6,4,1,99,-50,50
P2041,2041,86,>5 years,0,Full Coverage,0,2336,50,5,1,9,1,2,5,50,100
P2042,2042,86,1-5 years,50,Liability-Only,-200,2136,0,3,0,4,3,3,99,-50,100
P2043,2043,86,<1 year,100,Full Coverage,0,2486,0,1,1,3,1,2,7,50,100
P2044,2044,86,>5 years,0,Full Coverage,0,2236,0,12,1,4,1,1,6,-50,50
P2045,2045,0,<1 year,100,Liability-Only,-200,2200,0,21,1,4,1,3,10,50,100
P2046,2046,86,1-5 years,50,Liability-Only,-200,2136,0,11,1,3,1,1,14,50,0
P2047,2047,0,1-5 years,50,Liability-Only,-200,2100,50,29,0,3,1,3,99,50,100
P2048,2048,86,1-5 years,50,Full Coverage,0,2386,50,30,0,4,3,2,99,50,100
P2049,2049,0,1-5 years,50,Liability-Only,-200,1900,50,10,0,8,3,3,99,-50,0
P2050,2050,0,1-5 years,50,Full Coverage,0,2400,50,12,1,3,1,3,7,50,100
P2051,2051,86,1-5 years,50,Liability-Only,-200,2086,50,9,1,7,2,3,8,50,0
P2052,2052,86,>5 years,0,Liability-Only,-200,2036,50,10,1,4,2,1,2,-50,100
P2053,2053,0,1-5 years,50,Liability-Only,-200,1950,0,25,1,4,3,1,3,-50,0
P2054,2054,86,1-5 years,50,Full Coverage,0,2336,0,26,0,11,2,1,99,50,0
P2055,2055,86,1-5 years,50,Liability-Only,-200,2186,50,13,0,6,4,3,99,50,100
P2056,2056,86,>5 years,0,Full Coverage,0,2236,50,30,0,6,2,1,99,50,0
P2057,2057,0,>5 years,0,Liability-Only,-200,2000,0,9,1,4,2,2,13,-50,100
P2058,2058,0,>5 years,0,Full Coverage,0,2350,0,1,0,3,3,1,99,50,50
P2059,2059,0,<1 year,100,Full Coverage,0,2250,50,24,1,6,1,1,1,50,0
P2060,2060,0,<1 year,100,Liability-Only,-200,2100,100,12,1,8,3,1,4,50,100
P2061,2061,0,<1 year,100,Full Coverage,0,2150,100,24,1,1,0,2,14,-50,50
P2062,2062,0,<1 year,100,Full Coverage,0,2250,50,26,1,10,1,3,1,-50,50
P2063,2063,0,1-5 years,50,Full Coverage,0,2100,50,23,0,7,2,3,99,-50,0
P2064,2064,86,>5 years,0,Liability-Only,-200,2036,50,25,1,9,1,1,1,50,0
P2065,2065,86,1-5 years,50,Full Coverage,0,2286,50,29,0,5,2,3,99,-50,50
P2066,2066,0,>5 years,0,Full Coverage,0,2200,0,1,1,7,2,1,11,-50,100
P2067,2067,0,<1 year,100,Liability-Only,-200,2050,100,18,1,5,0,2,1,-50,100
P2068,2068,86,>5 years,0,Liability-Only,-200,2086,0,9,1,4,3,2,13,50,0
P2069,2069,86,<1 year,100,Liability-Only,-200,2136,50,12,0,4,2,3,99,-50,100
P2070,2070,0,>5 years,0,Liability-Only,-200,2050,0,12,0,5,6,2,99,-50,100
P2071,2071,0,<1 year,100,Liability-Only,-200,2050,0,24,0,5,0,2,99,-50,50
P2072,2072,86,>5 years,0,Liability-Only,-200,2136,50,30,1,4,3,1,11,-50,100
P2073,2073,0,1-5 years,50,Liability-Only,-200,2100,0,26,1,4,0,1,11,-50,100
P2074,2074,0,1-5 years,50,Liability-Only,-200,2050,0,4,0,3,0,3,99,-50,100
P2075,2075,0,1-5 years,50,Liability-Only,-200,2000,50,4,1,4,2,1,2,-50,100
P2076,2076,86,1-5 years,50,Full Coverage,0,2336,50,13,1,4,1,3,9,50,0
P2077,2077,86,1-5 years,50,Full Coverage,0,2336,0,22,1,3,3,2,3,-50,50
P2078,2078,86,>5 years,0,Liability-Only,-200,2086,0,14,1,0,1,1,7,-50,50
P2079,2079,86,1-5 years,50,Liability-Only,-200,2136,0,5,0,5,1,1,99,-50,100
P2080,2080,0,>5 years,0,Liability-Only,-200,2300,100,24,0,1,1,3,99,-50,100
P2081,2081,86,<1 year,100,Full Coverage,0,2536,50,7,1,7,3,2,2,-50,100
P2082,2082,0,1-5 years,50,Full Coverage,0,2150,0,26,1,2,3,3,10,-50,0
P2083,2083,86,1-5 years,50,Liability-Only,-200,2186,0,30,0,5,3,1,99,-50,100
P2084,2084,86,<1 year,100,Full Coverage,0,2686,0,24,1,6,2,2,10,-50,0
P2085,2085,0,1-5 years,50,Liability-Only,-200,2000,0,2,1,4,4,3,12,-50,0
P2086,2086,0,1-5 years,50,Liability-Only,-200,1900,50,6,1,3,3,1,14,-50,0
P2087,2087,86,1-5 years,50,Liability-Only,-200,2236,100,23,0,3,1,1,99,50,100
P2088,2088,0,1-5 years,50,Liability-Only,-200,2000,50,26,1,3,3,3,3,-50,100
P2089,2089,0,1-5 years,50,Full Coverage,0,2350,0,17,0,6,3,1,99,50,100
P2090,2090,0,1-5 years,50,Full Coverage,0,2100,100,13,1,7,1,1,1,-50,50
P2091,2091,0,1-5 years,50,Full Coverage,0,2300,50,13,1,2,0,3,12,50,100
P2092,2092,86,<1 year,100,Full Coverage,0,2236,50,29,0,5,2,2,99,-50,0
P2093,2093,0,>5 years,0,Full Coverage,0,2300,0,18,1,2,3,1,9,50,100
P2094,2094,0,<1 year,100,Full Coverage,0,2300,100,26,0,4,2,1,99,-50,100
P2095,2095,86,>5 years,0,Full Coverage,0,2136,50,7,1,5,2,1,10,-50,0
P2096,2096,86,<1 year,100,Liability-Only,-200,2236,0,22,1,4,0,2,2,-50,100
P2097,2097,0,<1 year,100,Full Coverage,0,2450,0,20,1,6,1,1,10,50,100
P2098,2098,86,1-5 years,50,Full Coverage,0,2386,50,4,0,6,2,2,99,50,100
P2099,2099,86,1-5 years,50,Full Coverage,0,2336,50,3,0,8,1,3,99,50,50
P2100,2100,0,1-5 years,50,Full Coverage,0,2200,0,5,0,1,3,2,99,-50,50
P2101,2101,86,1-5 years,50,Liability-Only,-200,2236,0,28,1,5,3,3,10,50,100
P2102,2102,86,1-5 years,50,Full Coverage,0,2336,0,28,1,8,0,1,5,50,0
P2103,2103,0,1-5 years,50,Full Coverage,0,2300,0,21,0,2,2,1,99,50,50
P2104,2104,0,1-5 years,50,Full Coverage,0,2100,50,9,0,8,1,1,99,-50,0
P2105,2105,86,1-5 years,50,Liability-Only,-200,2036,100,10,1,4,3,3,8,-50,100
P2106,2106,0,>5 years,0,Full Coverage,0,2350,0,25,1,3,2,2,7,-50,100
P2107,2107,0,>5 years,0,Liability-Only,-200,2000,0,23,1,6,2,1,13,-50,100
P2108,2108,0,1-5 years,50,Full Coverage,0,2100,100,8,1,8,1,3,3,-50,50
P2109,2109,86,>5 years,0,Full Coverage,0,2286,50,1,1,9,1,1,5,50,0
P2110,2110,86,>5 years,0,Full Coverage,0,2186,50,8,0,5,1,3,99,-50,50
P2111,2111,86,1-5 years,50,Full Coverage,0,2386,0,11,0,7,0,1,99,50,50
P2112,2112,0,1-5 years,50,Full Coverage,0,2150,0,5,1,5,1,2,14,-50,0
P2113,2113,0,>5 years,0,Full Coverage,0,2150,50,9,1,4,0,1,2,50,0
P2114,2114,0,<1 year,100,Full Coverage,0,2300,0,17,1,3,2,3,12,-50,0
P2115,2115,0,<1 year,100,Full Coverage,0,2300,0,1,1,8,1,2,14,-50,100
P2116,2116,0,1-5 years,50,Liability-Only,-200,2000,50,17,0,9,2,3,99,50,0
P2117,2117,86,>5 years,0,Full Coverage,0,2336,0,6,1,4,2,2,2,-50,100
P2118,2118,0,>5 years,0,Liability-Only,-200,1950,0,27,1,2,1,1,11,-50,50
P2119,2119,0,1-5 years,50,Full Coverage,0,2300,50,27,0,7,0,1,99,50,0
P2120,2120,0,>5 years,0,Full Coverage,0,2200,0,14,1,2,2,1,4,-50,100
P2121,2121,86,<1 year,100,Liability-Only,-200,2236,0,14,0,1,1,3,99,-50,100
P2122,2122,0,<1 year,100,Full Coverage,0,2400,0,5,0,4,2,1,99,-50,100
P2123,2123,86,1-5 years,50,Liability-Only,-200,2336,0,17,0,6,1,1,99,50,100
P2124,2124,86,>5 years,0,Liability-Only,-200,2086,0,4,0,1,1,2,99,-50,100
P2125,2125,0,1-5 years,50,Full Coverage,0,2300,0,9,0,4,2,2,99,50,50
P2126,2126,0,<1 year,100,Liability-Only,-200,2000,0,7,0,6,5,1,99,-50,0
P2127,2127,86,1-5 years,50,Liability-Only,-200,2186,50,5,1,8,1,2,3,50,50
P2128,2128,0,1-5 years,50,Full Coverage,0,2250,0,14,0,2,2,1,99,50,0
P2129,2129,86,1-5 years,50,Liability-Only,-200,2186,50,20,1,2,1,2,10,-50,100
P2130,2130,86,<1 year,100,Full Coverage,0,2336,50,13,1,5,1,1,6,-50,100
P2131,2131,86,>5 years,0,Liability-Only,-200,2186,0,30,1,9,0,3,4,50,100
P2132,2132,0,1-5 years,50,Full Coverage,0,2300,0,29,0,5,5,1,99,-50,100
P2133,2133,0,1-5 years,50,Full Coverage,0,2350,0,17,0,4,3,2,99,50,50
P2134,2134,0,<1 year,100,Full Coverage,0,2250,50,23,0,4,2,1,99,-50,0
P2135,2135,0,<1 year,100,Liability-Only,-200,2000,50,2,1,6,3,3,2,-50,50
P2136,2136,86,1-5 years,50,Liability-Only,-200,2086,0,2,1,9,3,2,8,-50,50
P2137,2137,86,>5 years,0,Full Coverage,0,2186,0,6,1,2,1,3,10,-50,0
P2138,2138,0,1-5 years,50,Full Coverage,0,2350,0,7,0,8,1,2,99,50,100
P2139,2139,86,>5 years,0,Liability-Only,-200,1936,50,16,1,3,3,1,14,-50,0
P2140,2140,86,1-5 years,50,Full Coverage,0,2286,0,25,0,5,2,2,99,-50,50
P2141,2141,0,<1 year,100,Liability-Only,-200,2250,100,3,1,7,1,1,5,50,50
P2142,2142,0,1-5 years,50,Full Coverage,0,2450,0,30,0,2,2,1,99,-50,100
P2143,2143,86,1-5 years,50,Liability-Only,-200,2136,0,20,1,6,2,2,7,-50,100
P2144,2144,86,1-5 years,50,Liability-Only,-200,2086,100,14,0,8,2,3,99,50,50
P2145,2145,0,1-5 years,50,Liability-Only,-200,2150,0,27,0,3,3,2,99,50,0
P2146,2146,86,1-5 years,50,Liability-Only,-200,2186,0,12,0,5,2,3,99,50,50
P2147,2147,0,1-5 years,50,Full Coverage,0,2150,0,22,1,7,3,3,8,-50,0
P2148,2148,86,>5 years,0,Full Coverage,0,2336,0,25,1,3,3,1,7,-50,50
P2149,2149,86,<1 year,100,Full Coverage,0,2486,0,23,1,7,4,2,1,50,50
P2150,2150,86,1-5 years,50,Full Coverage,0,2536,0,26,0,3,1,1,99,50,100
P2151,2151,86,1-5 years,50,Liability-Only,-200,2136,0,26,0,7,1,2,99,-50,100
P2152,2152,0,1-5 years,50,Full Coverage,0,2150,100,29,1,4,0,2,5,-50,100
P2153,2153,86,1-5 years,50,Full Coverage,0,2336,50,18,0,3,2,3,99,-50,100
P2154,2154,86,>5 years,0,Liability-Only,-200,1936,150,20,1,5,1,3,4,-50,100
P2155,2155,86,>5 years,0,Liability-Only,-200,2036,50,18,1,3,1,1,11,50,0
P2156,2156,86,1-5 years,50,Full Coverage,0,2186,50,14,0,5,3,1,99,-50,0
P2157,2157,86,1-5 years,50,Full Coverage,0,2186,50,2,1,2,4,1,7,-50,0
P2158,2158,86,1-5 years,50,Full Coverage,0,2336,50,10,1,6,0,3,14,-50,100
P2159,2159,0,1-5 years,50,Full Coverage,0,2200,0,19,0,6,3,1,99,-50,50
P2160,2160,0,>5 years,0,Full Coverage,0,2150,0,27,0,4,1,3,99,-50,0
P2161,2161,0,>5 years,0,Full Coverage,0,2200,0,7,1,9,1,3,8,-50,100
P2162,2162,0,1-5 years,50,Full Coverage,0,2200,50,11,1,5,2,2,13,-50,100
P2163,2163,86,1-5 years,50,Liability-Only,-200,2136,0,8,0,2,1,2,99,50,0
P2164,2164,0,<1 year,100,Full Coverage,0,2350,50,8,1,3,4,1,5,50,100
P2165,2165,0,<1 year,100,Full Coverage,0,2350,100,4,1,2,3,1,2,50,50
P2166,2166,86,<1 year,100,Full Coverage,0,2836,50,23,1,5,1,1,5,-50,0
P2167,2167,0,<1 year,100,Full Coverage,0,2550,50,23,1,2,1,1,10,50,100
P2168,2168,86,1-5 years,50,Liability-Only,-200,2286,0,12,1,5,1,2,7,50,100
